"Number","Material Description (Name)","Number (Relationships.Formulation.Title Block)","SBU Category (Relationships.Formulation.Formulation Attributes)","Dossier Type (Relationships.Formulation.Formulation Attributes)","Lifecycle Phase (Relationships.Formulation.Title Block)","Lifecycle Phase","Triangulated (Page Two)","Marketed Countries (Page Three)","Country lead cluster","Region","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Created on (Page Two)","Year created","Repack","SBU Category","Brand","UI","UI Description","Galenical form","Volume 4","Volume 3","Volume 2","Class of goods","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Roman Number","Low performer","Samples","Galenical form","Combipack (Page Three)"
"85999443","Redoxon TA Orange TAEF TUBE 3x10 BR","1611555","Nutritionals","Food;Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Tube Rigid","30","Piece [PCE]","07/12/2017 10:44:05 AM CEST","2017","NO","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  1,048 ","  988 ","  1,152 ","SG (Sales Goods)","Tube Rigid","30","Piece [PCE]","VI","X","NO","Solid|Tablet|Effervescent","No"
"85924478","Iberogast SOLU BTL 50 mL MX","1611658","Digestive Health","Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Bottle","50","Millilitre [ML]","05/17/2017 12:55:38 PM CEST","2017","NO","Digestive Health","IBEROGAST","1611658","IBEROGAST Solution","Liquid|Oral Solution","  281 ","  133 ","  119 ","SG (Sales Goods)","Bottle","50","Millilitre [ML]","IX","","NO","Liquid|Oral Solution","No"
"85890557","Flanax 550mg TAFI BLI 20 BR","1610521","Analgesics","Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Blister","20","Piece [PCE]","04/18/2017 03:57:47 PM CEST","2017","NO","Analgesics","FLANAX","1610521","FLANAX 550 mg Film-coated tablet (LAM)","Solid|Tablet|Film-coated","  154 ","  164 ","  148 ","SG (Sales Goods)","Blister","20","Piece [PCE]","VI","X","NO","Solid|Tablet|Film-coated","No"
"86026317","Mexsana Lady SPRA 260ml CO","1613917","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Spray Head","260","Millilitre [ML]","08/02/2017 09:27:08 AM CEST","2017","NO","Dermatology","MEXSANA","1613917","MEXSANA Foot Spray Classico","Liquid|Cutaneous spray, solution","  62 ","  30 ","  61 ","SG (Sales Goods)","Spray Head","260","Millilitre [ML]","VI","X","NO","Liquid|Cutaneous spray, solution","No"
"86026325","Mexsana Antibacterial SPRA 260ml CO","1613916","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Spray Head","260","Millilitre [ML]","08/02/2017 09:27:11 AM CEST","2017","NO","Dermatology","MEXSANA","1613916","MEXSANA Foot Spray Lady","Liquid|Cutaneous spray, solution","  103 ","  146 ","  84 ","SG (Sales Goods)","Spray Head","260","Millilitre [ML]","VI","X","NO","Liquid|Cutaneous spray, solution","No"
"86026287","Mexsana Ultra SPRA 260ml CO","1613719","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Spray Head","260","Millilitre [ML]","08/02/2017 09:26:59 AM CEST","2017","NO","Dermatology","CANESTEN DERM","1613719","CANESTEN DERM Foot Spray","Liquid|Cutaneous spray, solution","  31 ","  35 ","  33 ","SG (Sales Goods)","Spray Head","260","Millilitre [ML]","VI","X","NO","Liquid|Cutaneous spray, solution","No"
"86026295","Mexsana Oatmeal SPRA 260ml CO","1613918","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Spray Head","260","Millilitre [ML]","08/02/2017 09:27:02 AM CEST","2017","NO","Dermatology","MEXSANA","1613918","MEXSANA Foot Spray Avena","Liquid|Cutaneous spray, solution","  49 ","  59 ","  41 ","SG (Sales Goods)","Spray Head","260","Millilitre [ML]","VI","X","NO","Liquid|Cutaneous spray, solution","No"
"86189976","Canesten 1% CREA 15g GT","1600085","Dermatology","Pharma","Active","Active","Yes","Curaçao [CW];Aruba [AW];Panama [PA];Haiti [HT];Jamaica [JM];Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI]","Centro / Caribe","LATAM","Tube Flexible","15","Gram [G]","11/03/2017 06:27:49 PM CET","2017","NO","Dermatology","CANESTEN GYNE","1600085","CANESTEN GYNE 1 % Cream","Semi-solid|Cream","  61 ","  90 ","  137 ","SG (Sales Goods)","Tube Flexible","15","Gram [G]","IX","","NO","Semi-solid|Cream","No"
"86164116","Kit Redoxitos GUMD Flavours BR","1610609","Nutritionals","Food","Active","Phase-Out","No","Brazil [BR]","Brazil","LATAM","Pouch","1","Piece [PCE]","11/27/2017 05:48:33 PM CET","2017","YES","Nutritionals","REDOXON","1610609","REDOXON 30 mg Gumdrop","Solid|Confectionery|Gumdrop","  20 ","  26 ","  22 ","SG (Sales Goods)","Pouch","1","Piece [PCE]","IX","","NO","Solid|Confectionery|Gumdrop","No"
"86161869","Aleve Max 550mg TAFI x 100 CR","1610521","Analgesics","Pharma","Active","Active","No","Costa Rica [CR]","Centro / Caribe","LATAM","Blister","100","Piece [PCE]","11/27/2017 07:05:32 PM CET","2017","YES","Analgesics","FLANAX","1610521","FLANAX 550 mg Film-coated tablet (LAM)","Solid|Tablet|Film-coated","  4 ","  4 ","  3 ","SG (Sales Goods)","Blister","100","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","Yes"
"86094959","Mexsana SPRA 150ml MX","1613719","Dermatology","Cosmetic","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Spray Head","150","Millilitre [ML]","10/02/2017 12:03:25 PM CEST","2017","NO","Dermatology","CANESTEN DERM","1613719","CANESTEN DERM Foot Spray","Liquid|Cutaneous spray, solution","  922 ","  705 ","  690 ","SG (Sales Goods)","Spray Head","150","Millilitre [ML]","VI","X","NO","Liquid|Cutaneous spray, solution","No"
"86315807","Redoxitos C+D+Zinc GUMD 25 BR","1614068","Nutritionals","Food","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Pouch","25","Piece [PCE]","09/19/2017 07:52:02 PM CEST","2017","NO","Nutritionals","REDOXON","1614068","REDOXON Gumdrops","Solid|Confectionery|Gumdrop","  121 ","  165 ","  125 ","SG (Sales Goods)","Pouch","25","Piece [PCE]","IX","","NO","Solid|Confectionery|Gumdrop","No"
"86166585","Redoxon 1000mg TAEF 4x10 Promo BR","1600106","Nutritionals","Pharma","Active","Active","No","Brazil [BR]","Brazil","LATAM","PROMO","1","Piece [PCE]","12/04/2017 08:31:18 PM CET","2017","YES","Nutritionals","REDOXON","1600106","REDOXON Orange 1000 mg Effervescent Tablet","Solid|Tablet|Effervescent","  51 ","  5 ","  32 ","SG (Sales Goods)","PROMO","1","Piece [PCE]","VI","X","NO","Solid|Tablet|Effervescent","No"
"86080176","Redoxon Viteen C 1g TAEF 60 GT/DO","1600065","Nutritionals","Pharma","Active","Active","No","Guatemala [GT];Dom. Rep.[DO]","Centro / Caribe","LATAM","Blister","60","Piece [PCE]","09/15/2017 01:16:14 PM CEST","2017","NO","Nutritionals","ONE-A-DAY","1600065","ONE-A-DAY Viteen 1000 mg Effervescent Tablet","Solid|Tablet|Effervescent","  54 ","  107 ","  111 ","SG (Sales Goods)","Blister","60","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"86322757","Claritin 10mg TABL 6 BR","1611958","Allergy","Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Blister","6","Piece [PCE]","11/14/2017 10:51:48 AM CET","2017","NO","Allergy","CLARITIN","1611958","CLARITIN 10 mg Plain tablets","Solid|Tablet|Plain","  194 ","  128 ","  127 ","SG (Sales Goods)","Blister","6","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"86322749","Claritin 10mg TABL 12 BR","1611958","Allergy","Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Blister","12","Piece [PCE]","11/14/2017 10:49:23 AM CET","2017","NO","Allergy","CLARITIN","1611958","CLARITIN 10 mg Plain tablets","Solid|Tablet|Plain","  269 ","  248 ","  177 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"86163578","REDOXON TOTAL TA TAEF 10 EC","1611555","Nutritionals","Food;Pharma","Active","Active","Yes","Ecuador [EC]","Ecuador","LATAM","Tube Rigid","10","Piece [PCE]","11/30/2017 03:17:16 PM CET","2017","NO","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  880 ","  847 ","  1,222 ","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"86174812","Aspirina 0.5g TABL 100 UY","1600005","Analgesics","Pharma","Active","Active","Yes","Uruguay [UY]","Other Conosur","LATAM","Blister","100","Piece [PCE]","12/04/2017 02:18:59 PM CET","2017","NO","Analgesics","ASPIRIN PAIN","1600005","ASPIRIN PAIN 500 mg Plain Tablet","Solid|Tablet|Plain","  46 ","  79 ","  68 ","SG (Sales Goods)","Blister","100","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"86166437","Kit Redoxon SOLU 4x20ml drops promo BR","1600219","Nutritionals","Pharma","Active","Active","No","Brazil [BR]","Brazil","LATAM","PROMO","1","Piece [PCE]","12/04/2017 08:22:43 PM CET","2017","YES","Nutritionals","REDOXON","1600219","REDOXON 20 % Solution","Liquid|Oral Solution","  68 ","  24 ","  47 ","SG (Sales Goods)","PROMO","1","Piece [PCE]","IX","","NO","Liquid|Oral Solution","No"
"86153610","Aspirina 100mg TABL 100 PE","1600030","Analgesics","Pharma","Active","Active","Yes","Peru [PE]","Peru","LATAM","Blister","100","Tablet Count [CNT]","10/27/2017 07:27:09 PM CEST","2017","NO","Analgesics","ASPIRIN PAIN","1600030","ASPIRIN PAIN 100 mg Plain Tablet","Solid|Tablet|Plain","  282 ","  374 ","  379 ","SG (Sales Goods)","Blister","100","Tablet Count [CNT]","IX","","NO","Solid|Tablet|Plain","No"
"86315769","Redoxitos Strawberry 30mg GUMD 25 BR","1614137","Nutritionals","Food","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Pouch","25","Piece [PCE]","09/19/2017 07:41:49 PM CEST","2017","NO","Nutritionals","REDOXON","1614137","REDOXON Redoxitos 30 mg Strawberry Gumdrops","Solid|Confectionery|Gumdrop","  201 ","  310 ","  282 ","SG (Sales Goods)","Pouch","25","Piece [PCE]","IX","","NO","Solid|Confectionery|Gumdrop","No"
"86082632","Redoxitos Total GUMD 25 EC","1614068","Nutritionals","Food","Active","Active","Yes","Ecuador [EC]","Ecuador","LATAM","Pouch","25","Piece [PCE]","09/12/2017 01:41:00 PM CEST","2017","NO","Nutritionals","REDOXON","1614068","REDOXON Gumdrops","Solid|Confectionery|Gumdrop","  192 ","  229 ","  247 ","SG (Sales Goods)","Pouch","25","Piece [PCE]","IX","","NO","Solid|Confectionery|Gumdrop","No"
"86094983","Apronax 275mg LG CAPS 20 CO","1611106","Analgesics","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","20","Piece [PCE]","10/02/2017 12:57:02 PM CEST","2017","NO","Analgesics","APRONAX","1611106","APRONAX 275 mg Soft Gelatine Capsules ","Solid|Capsule|Soft Gelatine Capsules","  265 ","  508 ","  457 ","SG (Sales Goods)","Blister","20","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"86381206","Flanax 550mg TAFI 30 MX","1610521","Analgesics","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","30","Piece [PCE]","03/05/2018 09:58:51 AM CET","2018","NO","Analgesics","FLANAX","1610521","FLANAX 550 mg Film-coated tablet (LAM)","Solid|Tablet|Film-coated","  312 ","  208 ","  185 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"86381192","Flanax 550mg TAFI 6 MX","1610521","Analgesics","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","6","Piece [PCE]","03/05/2018 10:06:33 AM CET","2018","NO","Analgesics","FLANAX","1610521","FLANAX 550 mg Film-coated tablet (LAM)","Solid|Tablet|Film-coated","  983 ","  906 ","  1,058 ","SG (Sales Goods)","Blister","6","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"86338882","Cardioaspirina 81mg TAEC 30 NI","1600032","Cardio","Pharma","Active","Active","No","Nicaragua [NI]","Centro / Caribe","LATAM","Bottle","30","Piece [PCE]","01/26/2018 05:15:59 PM CET","2018","NO","Cardio","ASPIRIN CARDIO","1600032","ASPIRIN CARDIO 81 mg Enteric-coated Tablet","Solid|Tablet|Enteric-coated","  89 ","  95 ","  82 ","SG (Sales Goods)","Bottle","30","Piece [PCE]","IX","","NO","Solid|Tablet|Enteric-coated","No"
"86381214","Flanax 550mg TAFI 24 MX","1610521","Analgesics","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","24","Piece [PCE]","03/05/2018 10:08:41 AM CET","2018","NO","Analgesics","FLANAX","1610521","FLANAX 550 mg Film-coated tablet (LAM)","Solid|Tablet|Film-coated","  314 ","  360 ","  358 ","SG (Sales Goods)","Blister","24","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"86399768","Canespor Backer 1% CREA Phase 1","1600202","Dermatology","Pharma","Active","Active","No","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Tube Flexible","15","Gram [G]","03/15/2018 02:04:52 PM CET","2018","YES","Dermatology","CANESTEN DERM","1600202","CANESTEN DERM 1 % Cream","Semi-solid|Cream","  16 ","  14 ","  9 ","SG (Sales Goods)","Tube Flexible","15","Gram [G]","IX","","NO","Semi-solid|Cream","No"
"86418568","Desenfriolito Plus TACH 24 MX","1614222","Cough & Cold","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","24","Piece [PCE]","04/04/2018 11:21:29 PM CEST","2018","NO","Cough & Cold","DESENFRIOL","1614222","DESENFRIOL Plus Chewable Tablets","Solid|Tablet|Chewable","  4,160 ","  3,126 ","  4,047 ","SG (Sales Goods)","Blister","24","Piece [PCE]","IX","","NO","Solid|Tablet|Chewable","No"
"86380951","Desenfriol D TABL 30 MX","1614221","Cough & Cold","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","30","Piece [PCE]","03/03/2018 07:16:26 PM CET","2018","NO","Cough & Cold","DESENFRIOL","1614221","DESENFRIOL Plain Tablets","Solid|Tablet|Plain","  1,845 ","  1,428 ","  1,561 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"86412640","Canesten Vag 2% CREA 20g GT/PA","1600012","Dermatology","Pharma","Active","Active","Yes","El Salvador [SV];Curaçao [CW];Aruba [AW];Dom. Rep.[DO];Costa Rica [CR];Honduras [HN];Panama [PA];Jamaica [JM];Guatemala [GT];Nicaragua [NI]","Centro / Caribe","LATAM","Tube Flexible","20","Gram [G]","03/07/2018 07:00:44 PM CET","2018","NO","Dermatology","CANESTEN GYNE","1600012","CANESTEN GYNE 2 % Cream","Semi-solid|Cream","  116 ","  101 ","  119 ","SG (Sales Goods)","Tube Flexible","20","Gram [G]","IX","","NO","Semi-solid|Cream","No"
"86355612","Apronax 275mg TAFI 8 PE","1601122","Analgesics","Pharma","Active","Active","No","Peru [PE]","Peru","LATAM","Blister","8","Piece [PCE]","02/12/2018 11:05:55 AM CET","2018","NO","Analgesics","APRONAX","1601122","APRONAX  275 mg Film-coated Tablet","Solid|Tablet|Film-coated","  29 ","  37 ","  47 ","SG (Sales Goods)","Blister","8","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"86380927","Desenfriol D TABL 12 MX","1614221","Cough & Cold","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","12","Piece [PCE]","03/01/2018 11:33:01 PM CET","2018","NO","Cough & Cold","DESENFRIOL","1614221","DESENFRIOL Plain Tablets","Solid|Tablet|Plain","  1,605 ","  1,548 ","  1,835 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"86380943","Desenfriol D TABL 24 MX","1614221","Cough & Cold","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","24","Piece [PCE]","03/03/2018 06:05:02 PM CET","2018","NO","Cough & Cold","DESENFRIOL","1614221","DESENFRIOL Plain Tablets","Solid|Tablet|Plain","  1,420 ","  1,248 ","  1,366 ","SG (Sales Goods)","Blister","24","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"86365960","CLARITYNE JARABE FRASCO 60 ML MX","1612277","Allergy","Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Bottle","60","Millilitre [ML]","02/21/2018 09:08:14 AM CET","2018","NO","Allergy","CLARITIN","1612277","CLARITIN Child Grape 0.1% Syrup","Liquid|Syrup","  137 ","  162 ","  72 ","SG (Sales Goods)","Bottle","60","Millilitre [ML]","IX","","NO","Liquid|Syrup","No"
"86492059","Supradyn TAEF 30 AR","1610715","Nutritionals","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Tube Rigid","30","Piece [PCE]","06/13/2018 09:44:29 PM CEST","2018","NO","Nutritionals","ELEVIT","1610715","ELEVIT Effervescent Tablet","Solid|Tablet|Effervescent","  275 ","  290 ","  248 ","SG (Sales Goods)","Tube Rigid","30","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"86458632","Redoxon Doble Accion TAEF 12 GT","1611349","Nutritionals","None;Pharma","Active","Active","No","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI]","Centro / Caribe","LATAM","Sachet","12","Piece [PCE]","05/11/2018 10:18:05 PM CEST","2018","NO","Nutritionals","REDOXON","1611349","REDOXON Zinc Double Action Effervescent tablet","Solid|Tablet|Effervescent","  358 ","  297 ","  498 ","SG (Sales Goods)","Sachet","12","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"86502976","Bepanthol 5% OINT 50g CL","1600198","Dermatology","Cosmetic;Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Tube Flexible","50","Gram [G]","06/25/2018 12:48:34 PM CEST","2018","NO","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  242 ","  241 ","  257 ","SG (Sales Goods)","Tube Flexible","50","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"86492113","Supradyn TAEF TUR 10 AR","1610715","Nutritionals","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Tube Rigid","10","Piece [PCE]","06/13/2018 09:27:36 PM CEST","2018","NO","Nutritionals","ELEVIT","1610715","ELEVIT Effervescent Tablet","Solid|Tablet|Effervescent","  97 ","  90 ","  97 ","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"86459825","Cardioaspirina 81mg TAEC 30 GT/PA","1600032","Cardio","Pharma","Active","Active","No","Guatemala [GT];Panama [PA]","Centro / Caribe","LATAM","Bottle","30","Piece [PCE]","05/10/2018 08:27:19 AM CEST","2018","NO","Cardio","ASPIRIN CARDIO","1600032","ASPIRIN CARDIO 81 mg Enteric-coated Tablet","Solid|Tablet|Enteric-coated","  1,443 ","  1,435 ","  1,382 ","SG (Sales Goods)","Bottle","30","Piece [PCE]","IX","","NO","Solid|Tablet|Enteric-coated","No"
"86486288","Redoxon Total TAEF 30  PE","1611555","Nutritionals","Food;Pharma","Active","Active","Yes","Peru [PE]","Peru","LATAM","Tube Rigid","30","Piece [PCE]","06/07/2018 03:07:36 PM CEST","2018","NO","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  197 ","  295 ","  360 ","SG (Sales Goods)","Tube Rigid","30","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"86444593","Actron Pediatric 4% SUSP 180ml AR","1610249","Analgesics","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Bottle","180","Millilitre [ML]","04/26/2018 10:06:24 AM CEST","2018","NO","Analgesics","ACTRON","1610249","ACTRON Pediatrico 4% Suspension","Liquid|Oral Suspension","  65 ","  150 ","  103 ","SG (Sales Goods)","Bottle","180","Millilitre [ML]","IX","","NO","Liquid|Oral Suspension","No"
"86518457","Redoxitos Total GUMD 10x5 SACH PE","1614068","Nutritionals","Food","Active","Active","No","Peru [PE]","Peru","LATAM","Folding box/Carton","10","Piece [PCE]","06/27/2018 09:58:40 PM CEST","2018","YES","Nutritionals","REDOXON","1614068","REDOXON Gumdrops","Solid|Confectionery|Gumdrop","  102 ","  120 ","  174 ","SG (Sales Goods)","Folding box/Carton","10","Piece [PCE]","VI","X","NO","Solid|Confectionery|Gumdrop","No"
"86520508","Redoxon Orange 1000mg TAEF 30 BR","1614009","Nutritionals","Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Tube Rigid","30","Piece [PCE]","06/29/2018 04:12:55 PM CEST","2018","NO","Nutritionals","REDOXON","1614009","REDOXON Orange 1000 mg Effervescent Tablet","Solid|Tablet|Effervescent","  75 ","  335 ","  314 ","SG (Sales Goods)","Tube Rigid","30","Piece [PCE]","VI","X","NO","Solid|Tablet|Effervescent","Yes"
"86448017","Bepantol 5% CREA 30ml TUBE BR","1600188","Dermatology","Cosmetic;Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Tube Flexible","30","Gram [G]","05/02/2018 03:15:53 PM CEST","2018","NO","Dermatology","BEPANTHEN","1600188","BEPANTHEN 5 % Cream","Semi-solid|Cream","  1,253 ","  1,126 ","  878 ","SG (Sales Goods)","Tube Flexible","30","Gram [G]","IX","","NO","Semi-solid|Cream","No"
"86480328","Afrin Adult 0.05% SPRA 20ml MX","1611945","Cough & Cold","Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Spray Head","20","Millilitre [ML]","04/12/2018 03:45:27 PM CEST","2018","NO","Cough & Cold","AFRIN","1611945","AFRIN 0.05% Decongestant Nasal Spray","Liquid|Nasal spray, solution","  1,348 ","  924 ","  967 ","SG (Sales Goods)","Spray Head","20","Millilitre [ML]","VI","X","NO","Liquid|Nasal spray, solution","No"
"86486261","Redoxon Total TAEF 30 CO","1611555","Nutritionals","Food;Pharma","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Tube Rigid","30","Piece [PCE]","06/07/2018 03:05:41 PM CEST","2018","NO","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  71 ","  95 ","  35 ","SG (Sales Goods)","Tube Rigid","30","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"86532115","Bepantol Derma CREA 20g Promo BR","1612613","Dermatology","Cosmetic","Active","Active","No","Brazil [BR]","Brazil","LATAM","Tube","20","Gram [G]","07/17/2018 11:24:48 PM CEST","2018","YES","Dermatology","BEPANTHOL","1612613","BEPANTHOL Derma Cream","Semi-solid|Cream","  36 ","  79 ","  53 ","SG (Sales Goods)","Tube","20","Gram [G]","IX","","NO","Semi-solid|Cream","No"
